Site,Type,Plant_Species,FU_Open
Hells.Mouth,mon,Rumex_acetosa,62
Hells.Mouth,mon,Rumex_acetosella,0
Hells.Mouth,mon,Sanguisorba_minor,0
Hells.Mouth,mon,Scilla_verna,0
Hells.Mouth,mon,Sedum_sp.,0
Hells.Mouth,mon,Senecio_jacobaea,0
Hells.Mouth,mon,Serratula_tinctoria,0
Hells.Mouth,mon,Silene_dioica,0
Hells.Mouth,mon,Silene_uniflora,1
Hells.Mouth,mon,Silene_vulgaris,6
Hells.Mouth,mon,Solanum_dulcamara,4
Hells.Mouth,mon,Solidago_virgaurea,0
Hells.Mouth,mon,Stachys_officinalis,0
Hells.Mouth,mon,Succisa_pratensis,1
Hells.Mouth,mon,Taraxacum_agg.,0
Hells.Mouth,mon,Teucrium_scorodonia,97
Hells.Mouth,mon,Thymus_polytrichus,0
Hells.Mouth,mon,Ulex_europaeus,494
Hells.Mouth,mon,Vicia_cracca,0
Hells.Mouth,mon,Viola_canina,10
Hells.Mouth,mon,Viola_riviniana,0
Leigh.Woods,mon,Acer_campestre,0
Leigh.Woods,mon,Acer_pseudoplatanus,0
Leigh.Woods,mon,Anemone_nemorosa,0
Leigh.Woods,mon,Arum_maculatum,0
Leigh.Woods,mon,Betula_pendula,0
Leigh.Woods,mon,Carpinus_betulus,0
Leigh.Woods,mon,Circaea_lutetiana,0
Leigh.Woods,mon,Corylus_avellana,0
Leigh.Woods,mon,Crataegus_monogyna,0
Leigh.Woods,mon,Dryopteris_sp.,0
Leigh.Woods,mon,Euphorbia_amygdaloides,0
Leigh.Woods,mon,Fagus_sylvatica,0
Leigh.Woods,mon,Fraxinus_excelsior,0
Leigh.Woods,mon,Geum_urbanum,0
Leigh.Woods,mon,Grass,0
Leigh.Woods,mon,Hedera_helix,0
Leigh.Woods,mon,Hyacinthoides_non-scripta,34
Leigh.Woods,mon,Ilex_aquifolium,0
Leigh.Woods,mon,Lamiastrum_galeobdolon,0
Leigh.Woods,mon,Lathraea_squamaria,0
Leigh.Woods,mon,Ligustrum_ovalifolium,0
Leigh.Woods,mon,Lonicera_periclymenum,0
Leigh.Woods,mon,Mercurialis_perennis,0
Leigh.Woods,mon,Quercus_robur,0
Leigh.Woods,mon,Rhododendron_ponticum,0
Leigh.Woods,mon,Rubus_fruiticosus,0
Leigh.Woods,mon,Rubus_fruticosus,0
Leigh.Woods,mon,Taraxacum_agg.,0
Leigh.Woods,mon,Taxus_baccata,0
Leigh.Woods,mon,Tilia_cordata,0
Leigh.Woods,mon,Tiliax_europaea,0
Leigh.Woods,mon,Ulmus_glabra,0
Leigh.Woods,mon,Viola_riviniana,0
Lytchett.Bay,tri,America_maritima,0
Lytchett.Bay,tri,Armeria_maritima,0
Lytchett.Bay,tri,Aster_tripolium,0
Lytchett.Bay,tri,Betula_pendula,0
Lytchett.Bay,tri,Calluna_vulgaris,0
Lytchett.Bay,tri,Castanea_sativa,0
Lytchett.Bay,tri,Cirsium_arvense,0
Lytchett.Bay,tri,Cochlearia_anglica,6
Lytchett.Bay,tri,Convolvulus_arvensis,0
Lytchett.Bay,tri,Corylus_avellana,0
Lytchett.Bay,tri,Dryopteris_sp.,0
Lytchett.Bay,tri,Epilobium_montanum,1
Lytchett.Bay,tri,Erica_cinerea,418
Lytchett.Bay,tri,Erica_tetralix,74
Lytchett.Bay,tri,Fraxinus_excelsior,0
Lytchett.Bay,tri,Galium_aparine,3
Lytchett.Bay,tri,Galium_mollugo,100
Lytchett.Bay,tri,Grass,0
Lytchett.Bay,tri,Halimione_portulacoides,253
Lytchett.Bay,tri,Hedera_helix,0
Lytchett.Bay,tri,Hyacinthoides_non-scripta,0
Lytchett.Bay,tri,Ilex_aquifolium,0
Lytchett.Bay,tri,Juncaceae_sp.,0
Lytchett.Bay,tri,Limonium_vulgare,0
Lytchett.Bay,tri,Lonicera_periclymenum,0
Lytchett.Bay,tri,Phragmites_australis,0
Lytchett.Bay,tri,Plantago_maritima,4
Lytchett.Bay,tri,Potentilla_erecta,0
Lytchett.Bay,tri,Potentilla_reptans,11
Lytchett.Bay,tri,Quercus_robur,0
Lytchett.Bay,tri,Rubus_fruiticosus,6
Lytchett.Bay,tri,Rubus_fruticosus,0
Lytchett.Bay,tri,Rush,0
Lytchett.Bay,tri,Salicornia_europaea,0
Lytchett.Bay,tri,Salicornia_perennis,0
Lytchett.Bay,tri,Sarcocornia_perennis,0
Lytchett.Bay,tri,Sedge,0
Lytchett.Bay,tri,Sedum_anglicum,0
Lytchett.Bay,tri,Senecio_jacobaea,0
Lytchett.Bay,tri,Spartina_anglica,0
Lytchett.Bay,tri,Spergularia_media,3
Lytchett.Bay,tri,Trifolium_arvense,0
Lytchett.Bay,tri,Triglochin_maritima,0
Lytchett.Bay,tri,Ulex_europaeus,2
Lytchett.Bay,tri,Ulex_minor,1
Lytchett.Bay,tri,Urtica_dioica,20
Lytchett.Bay,tri,Veronica_persica,0
Merthyr.Mawr,tri,Achillea_millefolium,0
Merthyr.Mawr,tri,Agrimonia_eupatoria,0
Merthyr.Mawr,tri,Ammophila_sp.,0
Merthyr.Mawr,tri,Anacamptis_pyramidalis,36
Merthyr.Mawr,tri,Anagallis_arvensis,0
Merthyr.Mawr,tri,Armeria_maritima,48
Merthyr.Mawr,tri,Aster_tripolium,0
Merthyr.Mawr,tri,Calystegia_soldanella,0
Merthyr.Mawr,tri,Carlina_vulgaris,0
Merthyr.Mawr,tri,Centaurea_nigra,0
Merthyr.Mawr,tri,Centaurium_erythraea,0
Merthyr.Mawr,tri,Cerastium_fontanum,4
Merthyr.Mawr,tri,Chamerion_angustifolium,0
Merthyr.Mawr,tri,Cirsium_arvense,0
Merthyr.Mawr,tri,Clematis_vitalba,0
Merthyr.Mawr,tri,Crepis_capillaris,11
Merthyr.Mawr,tri,Crepis_vesicaria,43
Merthyr.Mawr,tri,Dipsacus_fullonum,0
Merthyr.Mawr,tri,Echium_vulgare,0
Merthyr.Mawr,tri,Epilobium_montanum,1
Merthyr.Mawr,tri,Eryngium maritimum,0
Merthyr.Mawr,tri,Euphorbia_paralias,10
Merthyr.Mawr,tri,Euphrasia_nemorosa,14
Merthyr.Mawr,tri,Fragaria_vesca,1
Merthyr.Mawr,tri,Frankenia_laevis,62
Merthyr.Mawr,tri,Galium_aparine,3
Merthyr.Mawr,tri,Galium_sp,0
Merthyr.Mawr,tri,Galium_verum,539
Merthyr.Mawr,tri,Geranium_molle,17
Merthyr.Mawr,tri,Geranium_pusillum,0
Merthyr.Mawr,tri,Glaux_maritima,0
Merthyr.Mawr,tri,Grass,0
Merthyr.Mawr,tri,Halimione_portulacoides,0
Merthyr.Mawr,tri,Hippophae_rhamnoides,0
Merthyr.Mawr,tri,Hypericum_perforatum,6
Merthyr.Mawr,tri,Hypochaeris_radicata,0
Merthyr.Mawr,tri,Iris_foetidissima,0
Merthyr.Mawr,tri,Leontodon_hispidus,0
Merthyr.Mawr,tri,Leontodon_saxatilis,5
Merthyr.Mawr,tri,Linum_catharticum,0
Merthyr.Mawr,tri,Lonicera_periclymenum,0
Merthyr.Mawr,tri,Lotus_corniculatus,10
Merthyr.Mawr,tri,Lotus_subbiflorus,0
Merthyr.Mawr,tri,Myosotis_arvensis,10
Merthyr.Mawr,tri,Myosotis_ramosissima,4
Merthyr.Mawr,tri,Oenothera_biennis,0
Merthyr.Mawr,tri,Oenothera_glazioviana,0
Merthyr.Mawr,tri,Oenothera glazioviana,0
Merthyr.Mawr,tri,Ononis_repens,438
Merthyr.Mawr,tri,Ophrys_apifera,0
Merthyr.Mawr,tri,Origanum_vulgare,0
Merthyr.Mawr,tri,Pilosella_officinarum,2
Merthyr.Mawr,tri,Plantago_lanceolata,0
Merthyr.Mawr,tri,Plantago_maritima,64
Merthyr.Mawr,tri,Polygala_vulgaris,3
Merthyr.Mawr,tri,Potentilla_anserina,0
Merthyr.Mawr,tri,Prunella_vulgaris,5
Merthyr.Mawr,tri,Ranunculus_bulbosus,0
Merthyr.Mawr,tri,Ranunculus_repens,0
Merthyr.Mawr,tri,Rosa_rugosa,0
Merthyr.Mawr,tri,Rosa_spinosissima,0
Merthyr.Mawr,tri,Rubus_caesius,0
Merthyr.Mawr,tri,Rubus_fruiticosus,19
Merthyr.Mawr,tri,Rubus_fruticosus,26
Merthyr.Mawr,tri,Salicornia_europaea,24
Merthyr.Mawr,tri,Salicornia_perennis,130
Merthyr.Mawr,tri,Sanguisorba_minor,0
Merthyr.Mawr,tri,Saxifraga_oppositifolia,24
Merthyr.Mawr,tri,Scorzoneroides_autumnalis,0
Merthyr.Mawr,tri,Sedum_anglicum,0
Merthyr.Mawr,tri,Senecio_jacobaea,0
Merthyr.Mawr,tri,Smyrnium_olusatrum,0
Merthyr.Mawr,tri,Spartina_anglica,179
Merthyr.Mawr,tri,Spergularia_media,4
Merthyr.Mawr,tri,Stellaria_graminea,5
Merthyr.Mawr,tri,Suaeda_maritima,10
Merthyr.Mawr,tri,Taraxacum_agg.,14
Merthyr.Mawr,tri,Teucrium_scorodonia,86
Merthyr.Mawr,tri,Thymus_polytrichus,40
Merthyr.Mawr,tri,Triglochin_maritima,0
Merthyr.Mawr,tri,Urtica_dioica,0
Merthyr.Mawr,tri,Veronica_chamaedrys,0
Merthyr.Mawr,tri,Vicia_cracca,0
Merthyr.Mawr,tri,Vicia_lathyroides,0
Merthyr.Mawr,tri,Vicia_sativa,0
Merthyr.Mawr,tri,Viola_arvensis,1
Merthyr.Mawr,tri,Viola_tricolor,7
North.Hill,di,Betula_pendula,0
North.Hill,di,Calluna_vulgaris,4060
North.Hill,di,Cuscuta_epithymum,0
North.Hill,di,Digitalis_purpurea,0
North.Hill,di,Dryopteris_sp.,0
North.Hill,di,Erica_cinerea,32332
North.Hill,di,Erica_tetralix,17
North.Hill,di,Galium_mollugo,84
North.Hill,di,Galium_saxatile,5130
North.Hill,di,Grass,0
North.Hill,di,Leontodon_hispidus,0
North.Hill,di,Polygala_serpyllifolia,8
North.Hill,di,Potentilla_erecta,1
North.Hill,di,Rubus_fruiticosus,0
North.Hill,di,Rubus_fruticosus,0
North.Hill,di,Sorbus_aucuparia,0
North.Hill,di,Ulex_europaeus,498
North.Hill,di,Vaccinium_myrtillus,0
Oxwich.Bay,tri,Acer_pseudoplatanus,0
Oxwich.Bay,tri,Achillea_millefolium,0
Oxwich.Bay,tri,Agrimonia_eupatoria,0
Oxwich.Bay,tri,Anacamptis_pyramidalis,2
Oxwich.Bay,tri,Anthyllis_vulneraria,0
Oxwich.Bay,tri,Bellis_perennis,0
Oxwich.Bay,tri,Betula_pendula,0
Oxwich.Bay,tri,Calluna_vulgaris,8
Oxwich.Bay,tri,Calystegia_soldanella,0
Oxwich.Bay,tri,Centaurea_nigra,0
Oxwich.Bay,tri,Centaurium_erythraea,0
Oxwich.Bay,tri,Cerastium_fontanum,2
Oxwich.Bay,tri,Crataegus_monogyna,0
Oxwich.Bay,tri,Crepis_capillaris,5
Oxwich.Bay,tri,Crepis_vesicaria,0
Oxwich.Bay,tri,Crithmum_maritimum,0
Oxwich.Bay,tri,Dryopteris_sp.,0
Oxwich.Bay,tri,Eupatorium_cannabinum,0
Oxwich.Bay,tri,Euphorbia_portlandica,0
Oxwich.Bay,tri,Euphrasia_nemorosa,20
Oxwich.Bay,tri,Filipendula_ulmaria,55
Oxwich.Bay,tri,Fragaria_vesca,1
Oxwich.Bay,tri,Fraxinus_excelsior,24
Oxwich.Bay,tri,Galium_aparine,0
Oxwich.Bay,tri,Galium_verum,27
Oxwich.Bay,tri,Geranium_molle,0
Oxwich.Bay,tri,Geranium_purenaicum,0
Oxwich.Bay,tri,Geranium_robertianum,0
Oxwich.Bay,tri,Geranium_sanguineum,12
Oxwich.Bay,tri,Grass,0
Oxwich.Bay,tri,Hedera_helix,0
Oxwich.Bay,tri,Heracleum_sphondylium,0
Oxwich.Bay,tri,Hyacinthoides_non-scripta,0
Oxwich.Bay,tri,Hypochaeris_radicata,1
Oxwich.Bay,tri,Lathyrus_pratensis,0
Oxwich.Bay,tri,Leontodon_hispidus,0
Oxwich.Bay,tri,Leontodon_saxatilis,0
Oxwich.Bay,tri,Limonium_vulgare,0
Oxwich.Bay,tri,Linum_catharticum,0
Oxwich.Bay,tri,Lotus_corniculatus,16
Oxwich.Bay,tri,Lotus_pedunculatus,0
Oxwich.Bay,tri,Luzula_campestris,3
Oxwich.Bay,tri,Medicago_lupulina,38
Oxwich.Bay,tri,Oenanthe_sp.,0
Oxwich.Bay,tri,Oenothera_glazioviana,0
Oxwich.Bay,tri,Ononis_repens,26
Oxwich.Bay,tri,Pilosella_officinarum,2
Oxwich.Bay,tri,Pilosella officinalis,0
Oxwich.Bay,tri,Plantago_lanceolata,0
Oxwich.Bay,tri,Plantago_media,0
Oxwich.Bay,tri,Polygala_serpyllifolia,1
Oxwich.Bay,tri,Polygala_vulgaris,28
Oxwich.Bay,tri,Potentilla_anserina,0
Oxwich.Bay,tri,Potentilla_reptans,0
Oxwich.Bay,tri,Potentilla_sterilis,0
Oxwich.Bay,tri,Primula_veris,3
Oxwich.Bay,tri,Prunus_spinosa,29
Oxwich.Bay,tri,Pulicaria_dysenterica,0
Oxwich.Bay,tri,Quercus_robur,0
Oxwich.Bay,tri,Ranunculus_acris,0
Oxwich.Bay,tri,Ranunculus_bulbosus,2
Oxwich.Bay,tri,Ranunculus_repens,0
Oxwich.Bay,tri,Ranunculus_sceleratus,0
Oxwich.Bay,tri,Rhinanthus_minor,17
Oxwich.Bay,tri,Rosa_rugosa,0
Oxwich.Bay,tri,Rosa_spinosissima,0
Oxwich.Bay,tri,Rubus_fruiticosus,25
Oxwich.Bay,tri,Rubus_fruticosus,2
Oxwich.Bay,tri,Rumex_acetosa,0
Oxwich.Bay,tri,Salix_repens,0
Oxwich.Bay,tri,Sanguisorba_minor,26
Oxwich.Bay,tri,Sedge,0
Oxwich.Bay,tri,Sedum_acre,0
Oxwich.Bay,tri,Senecio_jacobaea,0
Oxwich.Bay,tri,Sorbus_aucuparia,0
Oxwich.Bay,tri,Stellaria_graminea,3
Oxwich.Bay,tri,Taraxacum_agg.,4
Oxwich.Bay,tri,Teucrium_scorodonia,1
Oxwich.Bay,tri,Thymus_polytrichus,335
Oxwich.Bay,tri,Trifolium_pratense,4
Oxwich.Bay,tri,Trifolium_repens,5
Oxwich.Bay,tri,Veronica_chamaedrys,3
Oxwich.Bay,tri,Veronica_officinalis,0
Oxwich.Bay,tri,Veronica_persica,0
Oxwich.Bay,tri,Vicia_sativa,1
Oxwich.Bay,tri,Viola_reichenbachiana,0
Pembrey,di,Ammophila_sp.,0
Pembrey,di,Anacamptis_pyramidalis,0
Pembrey,di,Anthyllis_vulneraria,5
Pembrey,di,Arais_hirsuta,4
Pembrey,di,Armeria_maritima,0
Pembrey,di,Aster_tripolium,16
Pembrey,di,Atriplex_hastata,0
Pembrey,di,Calluna_vulgaris,0
Pembrey,di,Centaurium_erythraea,0
Pembrey,di,Cerastium_fontanum,0
Pembrey,di,Chamerion_angustifolium,0
Pembrey,di,Cirsium_arvense,0
Pembrey,di,Cirsium_vulgare,0
Pembrey,di,Cochlearia_anglica,6
Pembrey,di,Crepis_capillaris,2
Pembrey,di,Crepis_vesicaria,12
Pembrey,di,Daucus_carota,0
Pembrey,di,Dryopteris_sp.,0
Pembrey,di,Epilobium_montanum,0
Pembrey,di,Eryngium_maritimum,0
Pembrey,di,Eryngium maritimum,0
Pembrey,di,Euphrasia_nemorosa,65
Pembrey,di,Galium_aparine,18
Pembrey,di,Galium_verum,0
Pembrey,di,Geranium_lucidum,5
Pembrey,di,Geranium_molle,2
Pembrey,di,Geranium_robertianum,1
Pembrey,di,Glaux_maritima,0
Pembrey,di,Grass,0
Pembrey,di,Halimione_portulacoides,0
Pembrey,di,Hieracium_sp.,2
Pembrey,di,Hippophae_rhamnoides,0
Pembrey,di,Hippurus_vulgaris,0
Pembrey,di,Hypochaeris_radicata,4
Pembrey,di,Leontodon_hispidus,4
Pembrey,di,Leontodon_saxatilis,0
Pembrey,di,Leontodon_sp.,0
Pembrey,di,Limonium_vulgare,464
Pembrey,di,Linum_catharticum,0
Pembrey,di,Lotus_corniculatus,0
Pembrey,di,Lotus_subbiflorus,0
Pembrey,di,Medicago_lupulina,0
Pembrey,di,Oenothera_biennis,0
Pembrey,di,Oenothera_glazioviana,0
Pembrey,di,Oenothera_sp.,0
Pembrey,di,Oenothera glazioviana,0
Pembrey,di,Ononis_repens,152
Pembrey,di,Ononis_spinosa,0
Pembrey,di,Pastinaca_sativa,0
Pembrey,di,Pilosella_officinarum,0
Pembrey,di,Plantago_lanceolata,0
Pembrey,di,Plantago_maritima,6
Pembrey,di,Polygala_sp.,5
Pembrey,di,Ranunculus_bulbosus,0
Pembrey,di,Ranunculus_repens,0
Pembrey,di,Rhinanthus_minor,0
Pembrey,di,Rubus_caesius,0
Pembrey,di,Rubus_fruiticosus,12
Pembrey,di,Rubus_fruticosus,0
Pembrey,di,Rush,0
Pembrey,di,Senecio_jacobaea,27
Pembrey,di,Smyrnium_olusatrum,0
Pembrey,di,Solanum_dulcamara,0
Pembrey,di,Sonchus_oleraceus,0
Pembrey,di,Taraxacum_agg.,0
Pembrey,di,Trifolium_repens,0
Pembrey,di,Triglochin_maritima,0
Pembrey,di,Valerianella_locusta,5
Pembrey,di,Vicia_cracca,0
Pembrey,di,Vicia_sativa,2
Pembrey,di,Viola_tricolor,14
Penhale.Sands,mon,Anacamptis_pyramidalis,2
Penhale.Sands,mon,Anagallis_arvensis,1
Penhale.Sands,mon,Anthyllis_vulneraria,10
Penhale.Sands,mon,Armeria_maritima,0
Penhale.Sands,mon,Bellis_perennis,15
Penhale.Sands,mon,Blackstonia_perfoliata,0
Penhale.Sands,mon,Brassica_sp.,0
Penhale.Sands,mon,Calystegia_soldanella,0
Penhale.Sands,mon,Centaurium_erythraea,0
Penhale.Sands,mon,Cerastium_fontanum,66
Penhale.Sands,mon,Cirsium_arvense,0
Penhale.Sands,mon,Crataegus_monogyna,0
Penhale.Sands,mon,Crepis_vesicaria,1
Penhale.Sands,mon,Daucus_carota,156
Penhale.Sands,mon,Erodium_cicutarium,2
Penhale.Sands,mon,Euphorbia_paralias,46
Penhale.Sands,mon,Euphrasia_nemorosa,47
Penhale.Sands,mon,Euphrasia_sp.,14
Penhale.Sands,mon,Galium_mollugo,0
Penhale.Sands,mon,Galium_verum,71
Penhale.Sands,mon,Geranium_molle,4
Penhale.Sands,mon,Geranium_pusillum,0
Penhale.Sands,mon,Geranium_robertianum,0
Penhale.Sands,mon,Glechoma_hederacea,3
Penhale.Sands,mon,Grass,0
Penhale.Sands,mon,Hedera_helix,0
Penhale.Sands,mon,Heracleum_sphondylium,0
Penhale.Sands,mon,Hypochaeris_radicata,16
Penhale.Sands,mon,Iris_foetidissima,0
Penhale.Sands,mon,Jasione_montana,2
Penhale.Sands,mon,Knautia_arvensis,0
Penhale.Sands,mon,Leontodon_hispidus,0
Penhale.Sands,mon,Leontodon_saxatilis,0
Penhale.Sands,mon,Limonium_vulgare,0
Penhale.Sands,mon,Linum_catharticum,10
Penhale.Sands,mon,Lotus_corniculatus,25
Penhale.Sands,mon,Lotus_subbiflorus,14
Penhale.Sands,mon,Medicago_lupulina,0
Penhale.Sands,mon,Myosotis_ramosissima,2
Penhale.Sands,mon,Ononis_repens,6
Penhale.Sands,mon,Pilosella_officinarum,7
Penhale.Sands,mon,Plantago_lanceolata,1
Penhale.Sands,mon,Polygala_serpyllifolia,7
Penhale.Sands,mon,Polygala_vulgaris,0
Penhale.Sands,mon,Potentilla_neumanniana,0
Penhale.Sands,mon,Potentilla_reptans,0
Penhale.Sands,mon,Primula_veris,0
Penhale.Sands,mon,Prunus_spinosa,0
Penhale.Sands,mon,Ranunculus_repens,0
Penhale.Sands,mon,Rubus_fruiticosus,0
Penhale.Sands,mon,Rubus_fruticosus,0
Penhale.Sands,mon,Rumex_acetosa,0
Penhale.Sands,mon,Sedum_acre,0
Penhale.Sands,mon,Senecio_jacobaea,0
Penhale.Sands,mon,Sonchus_oleraceus,0
Penhale.Sands,mon,Taraxacum_agg.,4
Penhale.Sands,mon,Thymus_polytrichus,41
Penhale.Sands,mon,Valerianella_locusta,90
Penhale.Sands,mon,Veronica_chamaedrys,0
Penhale.Sands,mon,Viola_canina,0
Penhale.Sands,mon,Viola_riviniana,1
Penhale.Sands,mon,Viola_sp.,0
Pewsey.Downs,mon,Achillea_millefolium,0
Pewsey.Downs,mon,Anthriscus_sylvestris,0
Pewsey.Downs,mon,Anthyllis_vulneraria,1
Pewsey.Downs,mon,Asperula_cynanchica,73
Pewsey.Downs,mon,Bellis_perennis,90
Pewsey.Downs,mon,Bunium_bulbocastanum,158
Pewsey.Downs,mon,Calluna_vulgaris,0
Pewsey.Downs,mon,Campanula_glomerata,0
Pewsey.Downs,mon,Campanula_rotundifolia,1
Pewsey.Downs,mon,Centaurea_nigra,1
Pewsey.Downs,mon,Cerastium_fontanum,38
Pewsey.Downs,mon,Cirsium_aculae,0
Pewsey.Downs,mon,Cirsium_arvense,0
Pewsey.Downs,mon,Cirsium_palustre,0
Pewsey.Downs,mon,Cirsium_vulgare,0
Pewsey.Downs,mon,Crepis_vesicaria,13
Pewsey.Downs,mon,Dactylorhiza_fuchsii,0
Pewsey.Downs,mon,Daucus_carota,64
Pewsey.Downs,mon,Galium_saxatile,0
Pewsey.Downs,mon,Galium_verum,3
Pewsey.Downs,mon,Geranium_dissectum,0
Pewsey.Downs,mon,Grass,0
Pewsey.Downs,mon,Helianthemum_nummularium,27
Pewsey.Downs,mon,Hippocrepis_comosa,32
Pewsey.Downs,mon,Hypochaeris_radicata,1
Pewsey.Downs,mon,Knautia_arvensis,1
Pewsey.Downs,mon,Lathyrus_aphaca,0
Pewsey.Downs,mon,Lathyrus_pratensis,0
Pewsey.Downs,mon,Leontodon_hispidus,0
Pewsey.Downs,mon,Leontodon_saxatilis,1
Pewsey.Downs,mon,Linum_catharticum,11
Pewsey.Downs,mon,Lotus_corniculatus,78
Pewsey.Downs,mon,Luzula_campestris,0
Pewsey.Downs,mon,Medicago_lupulina,6
Pewsey.Downs,mon,Ononis_spinosa,0
Pewsey.Downs,mon,Oxalis_perennans,0
Pewsey.Downs,mon,Pastinaca_sativa,0
Pewsey.Downs,mon,Pilosella_officinarum,1
Pewsey.Downs,mon,Pimpinella_saxifraga,40
Pewsey.Downs,mon,Plantago_lanceolata,117
Pewsey.Downs,mon,Plantago_major,0
Pewsey.Downs,mon,Plantago_media,0
Pewsey.Downs,mon,Polygala_calcarea,38
Pewsey.Downs,mon,Polygala_serpyllifolia,1
Pewsey.Downs,mon,Potentilla_anserina,0
Pewsey.Downs,mon,Potentilla_erecta,0
Pewsey.Downs,mon,Primula_veris,4
Pewsey.Downs,mon,Prunella_vulgaris,10
Pewsey.Downs,mon,Ranunculus_arvensis,1
Pewsey.Downs,mon,Ranunculus_bulbosus,170
Pewsey.Downs,mon,Ranunculus_repens,0
Pewsey.Downs,mon,Rhinanthus_minor,63
Pewsey.Downs,mon,Rumex_acetosa,129
Pewsey.Downs,mon,Sanguisorba_minor,68
Pewsey.Downs,mon,Scabiosa_columbaria,30
Pewsey.Downs,mon,Senecio_jacobaea,8
Pewsey.Downs,mon,Stachys_officinalis,0
Pewsey.Downs,mon,Succisa_pratensis,0
Pewsey.Downs,mon,Taraxacum_agg.,6
Pewsey.Downs,mon,Thymus_polytrichus,10
Pewsey.Downs,mon,Trifolium_arvense,0
Pewsey.Downs,mon,Trifolium_dubium,8
Pewsey.Downs,mon,Trifolium_pratense,16
Pewsey.Downs,mon,Trifolium_repens,7
Pewsey.Downs,mon,Urtica_dioica,0
Pewsey.Downs,mon,Veronica_chamaedrys,0
Pewsey.Downs,mon,Veronica_officinalis,0
Seet.Bridge,di,Acer_campestre,0
Seet.Bridge,di,Acer_pseudoplatanus,0
Seet.Bridge,di,Angelica_sylvestris,0
Seet.Bridge,di,Arum_maculatum,0
Seet.Bridge,di,Aster_tripolium,0
Seet.Bridge,di,Atriplex_hastata,12
Seet.Bridge,di,Atriplex_prostrata,0
Seet.Bridge,di,Beta_vulgaris,96
Seet.Bridge,di,Betula_pendula,0
Seet.Bridge,di,Calystegia_sepium,0
Seet.Bridge,di,Cardamine_pratensis,0
Seet.Bridge,di,Castanea_sativa,0
Seet.Bridge,di,Cirsium_palustre,0
Seet.Bridge,di,Conium maculatum,0
Seet.Bridge,di,Convolvulus_arvensis,0
Seet.Bridge,di,Corylus_avellana,0
Seet.Bridge,di,Crataegus_monogyna,0
Seet.Bridge,di,Dryopteris_sp.,0
Seet.Bridge,di,Fagus_sylvatica,0
Seet.Bridge,di,Fraxinus_excelsior,0
Seet.Bridge,di,Galium_mollugo,0
Seet.Bridge,di,Galium_sp,0
Seet.Bridge,di,Grass,0
Seet.Bridge,di,Hedera_helix,0
Seet.Bridge,di,Hyacinthoides_non-scripta,15
Seet.Bridge,di,Ilex_aquifolium,1
Seet.Bridge,di,Iris_pseudacorus,0
Seet.Bridge,di,Lonicera_periclymenum,0
Seet.Bridge,di,Lotus_corniculatus,0
Seet.Bridge,di,Mercurialis_perennis,0
Seet.Bridge,di,Oenanthe_crocata,0
Seet.Bridge,di,Potentilla_anserina,0
Seet.Bridge,di,Quercus_robur,0
Seet.Bridge,di,Rubus_fruiticosus,0
Seet.Bridge,di,Rubus_fruticosus,0
Seet.Bridge,di,Sonchus_arvensis,0
Seet.Bridge,di,Sonchus_palustris,0
Seet.Bridge,di,Taxus_baccata,0
Seet.Bridge,di,Teucrium_scorodonia,0
Studland,di,Anthriscus_sylvestris,0
Studland,di,Bare_ground_only,0
Studland,di,Betula_pendula,0
Studland,di,Betula_pubescens,0
Studland,di,Calluna_vulgaris,1875
Studland,di,Centaurium_erythraea,0
Studland,di,Centaurium_littorale,0
Studland,di,Cerastium_fontanum,0
Studland,di,Crepis_vesicaria,0
Studland,di,Cuscuta_epithymum,8
Studland,di,Daucus_carota,0
Studland,di,Erica_cinerea,2500
Studland,di,Erica_tetralix,256
Studland,di,Grass,0
Studland,di,Hydrocotyle_vulgaris,0
Studland,di,Hypochaeris_radicata,0
Studland,di,Jasione_montana,5
Studland,di,Leontodon_hispidus,0
Studland,di,Leontodon_saxatilis,0
Studland,di,Leontodon_sp.,0
Studland,di,Lonicera_periclymenum,0
Studland,di,Lotus_pedunculatus,0
Studland,di,Lotus_subbiflorus,0
Studland,di,Medicago_lupulina,0
Studland,di,Myrica_gale,0
Studland,di,Pilosella_officinarum,0
Studland,di,Pinus_sylvestris,0
Studland,di,Potentilla_anserina,1
Studland,di,Rubus_fruiticosus,0
Studland,di,Rubus_fruticosus,0
Studland,di,Rumex_acetosella,35
Studland,di,Rush,0
Studland,di,Salix_repens,0
Studland,di,Scabiosa_columbaria,2
Studland,di,Sedge,0
Studland,di,Senecio_jacobaea,0
Studland,di,Taraxacum_agg.,0
Studland,di,Trifolium_repens,2
Studland,di,Trifolium_sp.,0
Studland,di,Ulex_europaeus,0
Studland,di,Umbilicus_sp.,0
Studland,di,Unidentified_B,11
Studland,di,Unidentified_C,15
Studland,di,Valeranaria_sp.,0
Walborough,di,Achillea_millefolium,0
Walborough,di,Anthyllis_vulneraria,0
Walborough,di,Armeria_maritima,4
Walborough,di,Aster_tripolium,3
Walborough,di,Atriplex_laciniata,0
Walborough,di,Atriplex_prostrata,0
Walborough,di,Bellis_perennis,20
Walborough,di,Bunium_bulbocastanum,0
Walborough,di,Centaurea_nigra,0
Walborough,di,Centaurium_erythraea,0
Walborough,di,Cerastium_fontanum,5
Walborough,di,Cirsium_aculae,0
Walborough,di,Cirsium_arvense,0
Walborough,di,Cirsium_palustre,0
Walborough,di,Cochlearia_anglica,413
