site,rep,pl_div,pl_phyl_div,conn,int_even,FRic_occ10,FEve_occ10,FDis_occ10,FDiv_occ10,FEve_abund10,FDis_abund10,FDiv_abund10
Arne,1,7,649.649997,0.192307692307692,0.534014877846497,0.000171917075897877,0.852369402813804,0.619964144951565,NA,0.732405552255464,0.572471647106593,0.763525909850279
Bystock,1,24,1881.798821,0.0588888888888889,0.542289748497191,0.0284300173015706,0.877808821214179,0.653724002449945,0.718750681751154,0.75761947638384,0.632790432921853,NA
Dolebury_Warren,1,25,1879.441679,0.0627777777777778,0.568847766016993,0.0552428799892678,0.965697516759414,0.635954165286359,0.77446852231296,0.823528240565052,0.608833739434494,NA
Haddon_Hill,1,7,711.62501,0.173913043478261,0.554414108890909,6.350994548072e-05,0.874121981568769,0.611367514062788,0.809813115358025,0.800924835100016,0.585253009239307,0.81248612096196
Hangman_Hill,1,10,872.375006,0.128205128205128,0.591957899605488,0.000573449076870212,0.946972644109564,0.616134064772102,NA,0.851941006583941,0.606009410681806,0.769379953498654
Lytchett_Bay,1,12,986.520838,0.126436781609195,0.582833951166519,0.000312931907675085,0.904965023714337,0.61960136172632,0.754648224587277,0.7874668021819,0.584932473069891,NA
Merthyr_Mawr,1,21,1507.825003,0.0657276995305164,0.568981473004081,0.00546721659915738,0.925069856138461,0.639704690436612,0.757381409472246,0.834848889528045,0.624900445786288,NA
Oxwich_Bay,1,25,1611.11251,0.0654054054054054,0.57237527097221,0.0461046980968252,0.963354697067859,0.628916944535277,0.785369996733339,0.838408717893861,0.612532424646862,NA
Woodland_Hill,1,8,877.725012,0.15,0.512936956606623,0.00153629410115481,0.927284764347319,0.613516362724207,0.782277600181959,0.840319997569238,0.589581001744676,0.765386583139336
Woolacombe,1,23,1471.129649,0.0688405797101449,0.607119131018629,0.0400252578335586,0.906757457074036,0.639746742577346,0.754184918929783,0.76507739654359,0.616841596925107,0.764946398608328
Arne,2,6,538.149994,0.185185185185185,0.537668070300087,3.89365813152128e-05,0.829647433979414,0.616375496428141,0.765582793537656,0.781804465293466,0.609332001711154,0.766940020143301
Bystock,2,25,2039.725018,0.0582278481012658,0.553507981841356,0.0245660018151628,0.930986119790238,0.64879170207415,0.772916345252742,0.801085746074925,0.632555381147446,NA
Dolebury_Warren,2,20,1478.082146,0.0807692307692308,0.583472204927075,0.0185569982107226,0.935919435719967,0.638486023683254,NA,0.783259697625214,0.611877803662485,NA
