site,rep,pl_div,pl_phyl_div,conn,int_even,FRic_occ10,FEve_occ10,FDis_occ10,FDiv_occ10,FEve_abund10,FDis_abund10,FDiv_abund10
Arne,1,4,454.750007,0.25,0.551694076928924,3.02555013949542e-07,0.840219651606774,0.604279235603187,0.791492139963641,0.840219651606774,0.604279235603187,0.791492139963641
Bystock,1,20,1582.622505,0.0845588235294118,0.551866233441261,0.0138255130687306,0.956360609042528,0.637997056623724,0.784756620214277,0.785776335458856,0.62011803549577,NA
Dolebury_Warren,1,26,1569.422495,0.0683760683760684,0.592777000682431,0.0155458570139944,0.955265886454718,0.631864016696948,NA,0.782753292661653,0.606623586754781,NA
Haddon_Hill,1,7,711.62501,0.160714285714286,0.514042653858765,8.59421620596342e-08,0.937443323963414,0.550519314458208,0.700103893670004,0.910641297212912,0.534402375284393,0.729414955553035
Hangman_Hill,1,10,843.862492,0.133333333333333,0.58467483499157,0.000347066444502126,0.964263664309428,0.597245901839426,0.782674349970974,0.831752184962912,0.578795745320778,NA
Lytchett_Bay,1,9,754.345831,0.152046783625731,0.551511975838859,0.000111578894272213,0.947331681584021,0.588431203342547,0.782047867805804,0.838194460087015,0.57053281866366,0.758688598843658
Merthyr_Mawr,1,17,890.04464,0.089126559714795,0.598398283626366,0.00534905465993755,0.933965147651133,0.630126065454226,0.74108232393728,0.798490116975831,0.604404685915194,NA
Oxwich_Bay,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woodland_Hill,1,5,498.975002,0.235294117647059,0.566232263880439,2.69163843591423e-07,0.907899495356979,0.532045287480889,0.76959235354637,0.827257375175254,0.505804525452955,0.727207085692243
Woolacombe,1,19,1241.172503,0.0821917808219178,0.598754743438115,0.0224790414234351,0.928540274235017,0.641025091613481,NA,0.810972037789854,0.62435607009771,0.72283007831034
Arne,2,7,697.595851,0.172932330827068,0.570727557659955,1.72371328793234e-06,0.942597354716369,0.625174337693463,0.778122676728453,0.872114023138715,0.604284543503055,0.81126175165079
Bystock,2,20,1466.55537,0.0833333333333333,0.595040020788486,0.0112997063264986,0.865284325230455,0.639966536807536,NA,0.732056830147703,0.60130627106308,NA
Dolebury_Warren,2,27,1742.858209,0.0628507295173962,0.578260950805284,0.0215556333073038,0.956079522889916,0.632190201045844,0.792910978528261,0.811909303380202,0.615118232690298,NA
Haddon_Hill,2,6,508.524995,0.208333333333333,0.573557340999022,2.03814916187873e-06,0.886163578608241,0.585430957201834,0.726976728475798,0.821334809957449,0.568166413973353,0.69869638775152
Hangman_Hill,2,11,955.825005,0.114718614718615,0.579979440704186,0.00131487700822289,0.944882214666593,0.629751228520029,0.797977967217835,0.845435995741685,0.61475853894466,NA
Lytchett_Bay,2,8,844.475015,0.152777777777778,0.556255322495991,6.79590485373945e-07,0.941620785692181,0.596399119667617,0.795092635507124,0.843437124043087,0.567985266997061,0.790432064615334
Merthyr_Mawr,2,18,1149.120841,0.0774853801169591,0.575382040575311,0.0122281545091518,0.905795895159882,0.646992773719656,NA,0.811483997450797,0.634018076391312,NA
Oxwich_Bay,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woodland_Hill,2,5,495.224995,0.24,0.594122932552782,2.96565401552047e-06,0.8295604410175,0.553187644265138,0.729589848007957,0.722047693131831,0.515968882873121,0.715656833305171
Woolacombe,2,25,1655.272496,0.0608695652173913,0.564713674082415,0.0161369134313418,0.933926871254908,0.638430106851559,0.772758404204708,0.812619188671431,0.622313696172598,0.78817101807304
Arne,3,5,563.749995,0.219047619047619,0.373012304013784,1.1209141182988e-05,0.896930054977717,0.62671037293457,0.750771163990826,0.853370538076114,0.616188591707457,0.771645839893985
Bystock,3,18,1261.622495,0.0819444444444444,0.595000644871056,0.02673738595517,0.8785203249401,0.64271398395971,0.749262905208239,0.770658214817461,0.627346424923097,NA
Dolebury_Warren,3,26,1594.828749,0.0628898128898129,0.587142520115714,0.0193916661116344,0.938668981481423,0.639433621545813,0.761794696458804,0.784042704309573,0.618182758506395,0.744363526986242
Haddon_Hill,3,6,519.694996,0.238095238095238,0.625110790688366,1.37051203139441e-08,0.892526770713164,0.548402813365426,0.763871361477448,0.776757829852336,0.521789792891009,0.719908185856207
Hangman_Hill,3,14,1139.335001,0.100303951367781,0.593967352604499,0.00149711197733053,0.924602841740465,0.631253316602743,0.81082516540107,0.810139586555671,0.61470260559985,0.786854622289914
Lytchett_Bay,3,9,902.145843,0.148148148148148,0.602220978999397,0.000258418702978326,0.926505774722095,0.613221520691142,0.75924316544466,0.82257742149749,0.578700428312738,0.796522298801583
Merthyr_Mawr,3,24,1583.283338,0.0587606837606838,0.57678853291506,0.0125950166016778,0.91581872288929,0.637702702160029,NA,0.828300825123937,0.623830844557147,NA
Oxwich_Bay,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woodland_Hill,3,4,405.925006,0.276315789473684,0.624327199149751,6.72219176586211e-07,0.820807848918295,0.553949398654876,0.723476371448796,0.777848938182056,0.537969875382417,NA
Woolacombe,3,17,1092.112505,0.0900508351488744,0.606770207439693,0.0365097586878038,0.921105316454152,0.639748041329203,0.765448805534633,0.787458195493541,0.613998716800274,0.740102835238543
Arne,4,5,518.245015,0.233333333333333,0.622535621026744,2.21253167296781e-06,0.94367740172954,0.58316322767766,NA,0.869634223676967,0.552179421722666,0.758868690565857
Bystock,4,20,1571.82875,0.0772727272727273,0.537187187854529,0.00915138255343111,0.944562999400019,0.641446402723194,0.780843701998668,0.794520376339303,0.623036037072214,NA
Dolebury_Warren,4,24,1602.222502,0.0668859649122807,0.598928126194961,0.0650389098927886,0.948213072554654,0.641551863051265,NA,0.803220356185662,0.621783279559037,0.720280318458887
Haddon_Hill,4,6,510.545,0.238095238095238,0.632644390230676,4.96561208959447e-08,0.938345633769653,0.57373293927556,0.777255301404331,0.822135895640633,0.524615836249657,0.753899583009882
Hangman_Hill,4,15,1207.535003,0.0930817610062893,0.603968315728694,0.0104015079124307,0.922286989364965,0.639182168093966,0.765425471197477,0.806175404366175,0.620751045250545,0.730193721439948
Lytchett_Bay,4,4,405.925003,0.357142857142857,0.578582961112633,8.00382896391338e-07,0.910553656075222,0.535197523875092,0.898179268605069,0.738400897799239,0.457626917752131,0.836103560682042
Merthyr_Mawr,4,20,1203.190487,0.067910447761194,0.568266978544475,0.00454725655837954,0.898430609396388,0.632717798828654,0.739531465236179,0.79453674015105,0.616608933156245,NA
Oxwich_Bay,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
