"Site"	"Plant_Species"	"FU_Open"
"484"	"Haddon_Hill"	"Oxalis_acetosella"	1
"485"	"Haddon_Hill"	"Pedicularis_palustris"	5
"486"	"Haddon_Hill"	"Polygala_calcarea"	0
"487"	"Haddon_Hill"	"Polygala_serpyllifolia"	1
"488"	"Haddon_Hill"	"Potentilla_erecta"	8
"489"	"Haddon_Hill"	"Pteridium_sp."	0
"490"	"Haddon_Hill"	"Quercus_robur"	0
"491"	"Haddon_Hill"	"Ranunculus_bulbosus"	0
"492"	"Haddon_Hill"	"Rhododendron_ponticum"	0
"493"	"Haddon_Hill"	"Rubus_fruiticosus"	0
"494"	"Haddon_Hill"	"Rubus_fruticosus"	0
"495"	"Haddon_Hill"	"Sedge"	0
"496"	"Haddon_Hill"	"Sorbus_aucuparia"	0
"497"	"Haddon_Hill"	"Ulex_europaeus"	17
"498"	"Haddon_Hill"	"Vaccinium_myrtillus"	117
"499"	"Haddon_Hill"	NA	0
"500"	"Hangman_Hill"	"Achillea_millefolium"	0
"501"	"Hangman_Hill"	"Calluna_vulgaris"	19144
"502"	"Hangman_Hill"	"Cerastium_fontanum"	0
"503"	"Hangman_Hill"	"Cirsium_arvense"	0
"504"	"Hangman_Hill"	"Cirsium_palustre"	0
"505"	"Hangman_Hill"	"Crataegus_monogyna"	0
"506"	"Hangman_Hill"	"Crepis_vesicaria"	0
"507"	"Hangman_Hill"	"Dactylorhiza_fuchsii"	0
"508"	"Hangman_Hill"	"Daucus_carota"	0
"509"	"Hangman_Hill"	"Digitalis_purpurea"	0
"510"	"Hangman_Hill"	"Dryopteris_sp."	0
"511"	"Hangman_Hill"	"Erica_cinerea"	2194
"512"	"Hangman_Hill"	"Erica_tetralix"	0
"513"	"Hangman_Hill"	"Euphrasia_nemorosa"	3
"514"	"Hangman_Hill"	"Galium_mollugo"	1599
"515"	"Hangman_Hill"	"Galium_saxatile"	0
"516"	"Hangman_Hill"	"Grass"	0
"517"	"Hangman_Hill"	"Hypericum_calycinum"	0
"518"	"Hangman_Hill"	"Hypochaeris_radicata"	0
"519"	"Hangman_Hill"	"Lotus_corniculatus"	0
"520"	"Hangman_Hill"	"Oxalis_acetosella"	2
"521"	"Hangman_Hill"	"Pedicularis_sylvatica"	3
"522"	"Hangman_Hill"	"Plantago_lanceolata"	0
"523"	"Hangman_Hill"	"Polygala_serpyllifolia"	26
"524"	"Hangman_Hill"	"Potentilla_erecta"	292
"525"	"Hangman_Hill"	"Prunus_spinosa"	0
"526"	"Hangman_Hill"	"Ranunculus_repens"	0
"527"	"Hangman_Hill"	"Rubus_fruiticosus"	0
"528"	"Hangman_Hill"	"Rumex_acetosella"	0
"529"	"Hangman_Hill"	"Sambuca_nigra"	0
"530"	"Hangman_Hill"	"Stellaria_holostea"	1
"531"	"Hangman_Hill"	"Trifolium_repens"	0
"532"	"Hangman_Hill"	"Ulex_europaeus"	2418
"533"	"Hangman_Hill"	"Vaccinium_myrtillus"	0
"534"	"Hangman_Hill"	"Viola_riviniana"	0
"535"	"Haytor"	"Calluna_vulgaris"	21160
"536"	"Haytor"	"Crataegus_monogyna"	0
"537"	"Haytor"	"Cuscuta_epithymum"	1
"538"	"Haytor"	"Dryopteris_sp."	0
"539"	"Haytor"	"Erica_cinerea"	585
"540"	"Haytor"	"Erica_tetralix"	63
"541"	"Haytor"	"Galium_mollugo"	1572
"542"	"Haytor"	"Galium_saxatile"	0
"543"	"Haytor"	"Grass"	0
"544"	"Haytor"	"Ilex_aquifolium"	0
"545"	"Haytor"	"Oxalis_acetosella"	0
"546"	"Haytor"	"Polygala_serpyllifolia"	6
"547"	"Haytor"	"Potentilla_erecta"	52
"548"	"Haytor"	"Rubus_fruticosus"	0
"549"	"Haytor"	"Rumex_acetosa"	0
"550"	"Haytor"	"Rumex_acetosella"	0
"551"	"Haytor"	"Sedum_anglicum"	0
"552"	"Haytor"	"Sorbus_aucuparia"	0
"553"	"Haytor"	"Ulex_europaeus"	3491
"554"	"Haytor"	"Vaccinium_myrtillus"	7
"555"	"Haytor"	"Veronica_officinalis"	0
"556"	"Hells_Mouth"	"Achillea_millefolium"	0
"557"	"Hells_Mouth"	"Arctium_minus"	0
"558"	"Hells_Mouth"	"Armeria_maritima"	6
"559"	"Hells_Mouth"	"Calluna_vulgaris"	12490
"560"	"Hells_Mouth"	"Centaurea_nigra"	4
"561"	"Hells_Mouth"	"Chamerion_angustifolium"	0
"562"	"Hells_Mouth"	"Cirsium_arvense"	0
"563"	"Hells_Mouth"	"Cirsium_palustre"	0
"564"	"Hells_Mouth"	"Cirsium_vulgare"	0
"565"	"Hells_Mouth"	"Crataegus_monogyna"	0
"566"	"Hells_Mouth"	"Crepis_vesicaria"	1
"567"	"Hells_Mouth"	"Daucus_carota"	0
"568"	"Hells_Mouth"	"Digitalis_purpurea"	0
"569"	"Hells_Mouth"	"Erica_cinerea"	97366
"570"	"Hells_Mouth"	"Galium_saxatile"	47
"571"	"Hells_Mouth"	"Galium_verum"	0
"572"	"Hells_Mouth"	"Grass"	0
"573"	"Hells_Mouth"	"Hedera_helix"	0
"574"	"Hells_Mouth"	"Heracleum_sphondylium"	0
"575"	"Hells_Mouth"	"Hyacinthoides_non-scripta"	0
"576"	"Hells_Mouth"	"Hypericum_linarifolium"	0
"577"	"Hells_Mouth"	"Hypochaeris_radicata"	0
"578"	"Hells_Mouth"	"Ilex_aquifolium"	0
"579"	"Hells_Mouth"	"Knautia_arvensis"	0
"580"	"Hells_Mouth"	"Leontodon_hispidus"	0
"581"	"Hells_Mouth"	"Lonicera_periclymenum"	0
"582"	"Hells_Mouth"	"Lotus_corniculatus"	14
"583"	"Hells_Mouth"	"Ononis_repens"	0
"584"	"Hells_Mouth"	"Pedicularis_palustris"	0
"585"	"Hells_Mouth"	"Plantago_lanceolata"	3
"586"	"Hells_Mouth"	"Polygala_serpyllifolia"	11
"587"	"Hells_Mouth"	"Potentilla_anserina"	0
"588"	"Hells_Mouth"	"Potentilla_erecta"	17
"589"	"Hells_Mouth"	"Primula_veris"	0
"590"	"Hells_Mouth"	"Prunus_spinosa"	0
"591"	"Hells_Mouth"	"Ranunculus_bulbosus"	0
"592"	"Hells_Mouth"	"Rosa_rugosa"	0
"593"	"Hells_Mouth"	"Rosa_spinosissima"	3
"594"	"Hells_Mouth"	"Rubia_peregrina"	0
"595"	"Hells_Mouth"	"Rubus_fruiticosus"	2
"596"	"Hells_Mouth"	"Rubus_fruticosus"	14
"597"	"Hells_Mouth"	"Rumex_acetosa"	62
"598"	"Hells_Mouth"	"Rumex_acetosella"	0
"599"	"Hells_Mouth"	"Sanguisorba_minor"	0
"600"	"Hells_Mouth"	"Scilla_verna"	0
"601"	"Hells_Mouth"	"Sedum_sp."	0
"602"	"Hells_Mouth"	"Senecio_jacobaea"	0
"603"	"Hells_Mouth"	"Serratula_tinctoria"	0
"604"	"Hells_Mouth"	"Silene_dioica"	0
"605"	"Hells_Mouth"	"Silene_uniflora"	1
"606"	"Hells_Mouth"	"Silene_vulgaris"	6
"607"	"Hells_Mouth"	"Solanum_dulcamara"	4
"608"	"Hells_Mouth"	"Solidago_virgaurea"	0
"609"	"Hells_Mouth"	"Stachys_officinalis"	0
"610"	"Hells_Mouth"	"Succisa_pratensis"	1
"611"	"Hells_Mouth"	"Taraxacum_agg."	0
"612"	"Hells_Mouth"	"Teucrium_scorodonia"	97
"613"	"Hells_Mouth"	"Thymus_polytrichus"	0
"614"	"Hells_Mouth"	"Ulex_europaeus"	494
"615"	"Hells_Mouth"	"Vicia_cracca"	0
"616"	"Hells_Mouth"	"Viola_canina"	10
"617"	"Hells_Mouth"	"Viola_riviniana"	0
"618"	"Hells_Mouth"	NA	0
"619"	"Leigh_Woods"	"Acer_campestre"	0
"620"	"Leigh_Woods"	"Acer_pseudoplatanus"	0
"621"	"Leigh_Woods"	"Anemone_nemorosa"	0
"622"	"Leigh_Woods"	"Arum_maculatum"	0
"623"	"Leigh_Woods"	"Betula_pendula"	0
"624"	"Leigh_Woods"	"Carpinus_betulus"	0
"625"	"Leigh_Woods"	"Circaea_lutetiana"	0
"626"	"Leigh_Woods"	"Corylus_avellana"	0
"627"	"Leigh_Woods"	"Crataegus_monogyna"	0
"628"	"Leigh_Woods"	"Dryopteris_sp."	0
"629"	"Leigh_Woods"	"Euphorbia_amygdaloides"	0
"630"	"Leigh_Woods"	"Fagus_sylvatica"	0
"631"	"Leigh_Woods"	"Fraxinus_excelsior"	0
"632"	"Leigh_Woods"	"Geum_urbanum"	0
"633"	"Leigh_Woods"	"Grass"	0
"634"	"Leigh_Woods"	"Hedera_helix"	0
"635"	"Leigh_Woods"	"Hyacinthoides_non-scripta"	34
"636"	"Leigh_Woods"	"Ilex_aquifolium"	0
"637"	"Leigh_Woods"	"Lamiastrum_galeobdolon"	0
"638"	"Leigh_Woods"	"Lathraea_squamaria"	0
"639"	"Leigh_Woods"	"Ligustrum_ovalifolium"	0
"640"	"Leigh_Woods"	"Lonicera_periclymenum"	0
"641"	"Leigh_Woods"	"Mercurialis_perennis"	0
"642"	"Leigh_Woods"	"Quercus_robur"	0
"643"	"Leigh_Woods"	"Rhododendron_ponticum"	0
"644"	"Leigh_Woods"	"Rubus_fruiticosus"	0
"645"	"Leigh_Woods"	"Rubus_fruticosus"	0
"646"	"Leigh_Woods"	"Taraxacum_agg."	0
"647"	"Leigh_Woods"	"Taxus_baccata"	0
"648"	"Leigh_Woods"	"Tilia_cordata"	0
"649"	"Leigh_Woods"	"Tiliax_europaea"	0
"650"	"Leigh_Woods"	"Ulmus_glabra"	0
"651"	"Leigh_Woods"	"Viola_riviniana"	0
"652"	"Leigh_Woods"	NA	0
"653"	"Lytchett_Bay"	"America_maritima"	0
"654"	"Lytchett_Bay"	"Armeria_maritima"	0
"655"	"Lytchett_Bay"	"Aster_tripolium"	0
"656"	"Lytchett_Bay"	"Betula_pendula"	0
"657"	"Lytchett_Bay"	"Calluna_vulgaris"	0
"658"	"Lytchett_Bay"	"Castanea_sativa"	0
"659"	"Lytchett_Bay"	"Cirsium_arvense"	0
"660"	"Lytchett_Bay"	"Cochlearia_anglica"	6
"661"	"Lytchett_Bay"	"Convolvulus_arvensis"	0
"662"	"Lytchett_Bay"	"Corylus_avellana"	0
"663"	"Lytchett_Bay"	"Dryopteris_sp."	0
"664"	"Lytchett_Bay"	"Epilobium_montanum"	1
"665"	"Lytchett_Bay"	"Erica_cinerea"	418
"666"	"Lytchett_Bay"	"Erica_tetralix"	74
"667"	"Lytchett_Bay"	"Fraxinus_excelsior"	0
"668"	"Lytchett_Bay"	"Galium_aparine"	3
"669"	"Lytchett_Bay"	"Galium_mollugo"	100
"670"	"Lytchett_Bay"	"Grass"	0
"671"	"Lytchett_Bay"	"Halimione_portulacoides"	253
"672"	"Lytchett_Bay"	"Hedera_helix"	0
"673"	"Lytchett_Bay"	"Hyacinthoides_non-scripta"	0
"674"	"Lytchett_Bay"	"Ilex_aquifolium"	0
"675"	"Lytchett_Bay"	"Juncaceae_sp."	0
"676"	"Lytchett_Bay"	"Limonium_vulgare"	0
"677"	"Lytchett_Bay"	"Lonicera_periclymenum"	0
"678"	"Lytchett_Bay"	"Phragmites_australis"	0
"679"	"Lytchett_Bay"	"Plantago_maritima"	4
"680"	"Lytchett_Bay"	"Potentilla_erecta"	0
"681"	"Lytchett_Bay"	"Potentilla_reptans"	11
"682"	"Lytchett_Bay"	"Quercus_robur"	0
"683"	"Lytchett_Bay"	"Rubus_fruiticosus"	6
"684"	"Lytchett_Bay"	"Rubus_fruticosus"	0
"685"	"Lytchett_Bay"	"Rush"	0
"686"	"Lytchett_Bay"	"Salicornia_europaea"	0
"687"	"Lytchett_Bay"	"Salicornia_perennis"	0
"688"	"Lytchett_Bay"	"Sarcocornia_perennis"	0
"689"	"Lytchett_Bay"	"Sedge"	0
"690"	"Lytchett_Bay"	"Sedum_anglicum"	0
"691"	"Lytchett_Bay"	"Senecio_jacobaea"	0
"692"	"Lytchett_Bay"	"Spartina_anglica"	0
"693"	"Lytchett_Bay"	"Spergularia_media"	3
"694"	"Lytchett_Bay"	"Trifolium_arvense"	0
"695"	"Lytchett_Bay"	"Triglochin_maritima"	0
"696"	"Lytchett_Bay"	"Ulex_europaeus"	2
"697"	"Lytchett_Bay"	"Ulex_minor"	1
"698"	"Lytchett_Bay"	"Urtica_dioica"	20
"699"	"Lytchett_Bay"	"Veronica_persica"	0
"700"	"Lytchett_Bay"	NA	0
"701"	"Merthyr_Mawr"	"Achillea_millefolium"	0
"702"	"Merthyr_Mawr"	"Agrimonia_eupatoria"	0
"703"	"Merthyr_Mawr"	"Ammophila_sp."	0
"704"	"Merthyr_Mawr"	"Anacamptis_pyramidalis"	36
"705"	"Merthyr_Mawr"	"Anagallis_arvensis"	0
"706"	"Merthyr_Mawr"	"Armeria_maritima"	48
"707"	"Merthyr_Mawr"	"Aster_tripolium"	0
"708"	"Merthyr_Mawr"	"Calystegia_soldanella"	0
"709"	"Merthyr_Mawr"	"Carlina_vulgaris"	0
"710"	"Merthyr_Mawr"	"Centaurea_nigra"	0
"711"	"Merthyr_Mawr"	"Centaurium_erythraea"	0
"712"	"Merthyr_Mawr"	"Cerastium_fontanum"	4
"713"	"Merthyr_Mawr"	"Chamerion_angustifolium"	0
"714"	"Merthyr_Mawr"	"Cirsium_arvense"	0
"715"	"Merthyr_Mawr"	"Clematis_vitalba"	0
"716"	"Merthyr_Mawr"	"Crepis_capillaris"	11
"717"	"Merthyr_Mawr"	"Crepis_vesicaria"	43
"718"	"Merthyr_Mawr"	"Dipsacus_fullonum"	0
"719"	"Merthyr_Mawr"	"Echium_vulgare"	0
"720"	"Merthyr_Mawr"	"Epilobium_montanum"	1
"721"	"Merthyr_Mawr"	"Eryngium maritimum"	0
"722"	"Merthyr_Mawr"	"Euphorbia_paralias"	10
"723"	"Merthyr_Mawr"	"Euphrasia_nemorosa"	14
"724"	"Merthyr_Mawr"	"Fragaria_vesca"	1
"725"	"Merthyr_Mawr"	"Frankenia_laevis"	62
"726"	"Merthyr_Mawr"	"Galium_aparine"	3
"727"	"Merthyr_Mawr"	"Galium_sp"	0
"728"	"Merthyr_Mawr"	"Galium_verum"	539
"729"	"Merthyr_Mawr"	"Geranium_molle"	17
"730"	"Merthyr_Mawr"	"Geranium_pusillum"	0
"731"	"Merthyr_Mawr"	"Glaux_maritima"	0
"732"	"Merthyr_Mawr"	"Grass"	0
"733"	"Merthyr_Mawr"	"Halimione_portulacoides"	0
"734"	"Merthyr_Mawr"	"Hippophae_rhamnoides"	0
"735"	"Merthyr_Mawr"	"Hypericum_perforatum"	6
"736"	"Merthyr_Mawr"	"Hypochaeris_radicata"	0
"737"	"Merthyr_Mawr"	"Iris_foetidissima"	0
"738"	"Merthyr_Mawr"	"Leontodon_hispidus"	0
"739"	"Merthyr_Mawr"	"Leontodon_saxatilis"	5
"740"	"Merthyr_Mawr"	"Linum_catharticum"	0
"741"	"Merthyr_Mawr"	"Lonicera_periclymenum"	0
"742"	"Merthyr_Mawr"	"Lotus_corniculatus"	10
"743"	"Merthyr_Mawr"	"Lotus_subbiflorus"	0
"744"	"Merthyr_Mawr"	"Myosotis_arvensis"	10
"745"	"Merthyr_Mawr"	"Myosotis_ramosissima"	4
"746"	"Merthyr_Mawr"	"Oenothera_biennis"	0
"747"	"Merthyr_Mawr"	"Oenothera_glazioviana"	0
"748"	"Merthyr_Mawr"	"Oenothera glazioviana"	0
"749"	"Merthyr_Mawr"	"Ononis_repens"	438
"750"	"Merthyr_Mawr"	"Ophrys_apifera"	0
"751"	"Merthyr_Mawr"	"Origanum_vulgare"	0
"752"	"Merthyr_Mawr"	"Pilosella_officinarum"	2
"753"	"Merthyr_Mawr"	"Plantago_lanceolata"	0
"754"	"Merthyr_Mawr"	"Plantago_maritima"	64
"755"	"Merthyr_Mawr"	"Polygala_vulgaris"	3
"756"	"Merthyr_Mawr"	"Potentilla_anserina"	0
"757"	"Merthyr_Mawr"	"Prunella_vulgaris"	5
"758"	"Merthyr_Mawr"	"Ranunculus_bulbosus"	0
"759"	"Merthyr_Mawr"	"Ranunculus_repens"	0
"760"	"Merthyr_Mawr"	"Rosa_rugosa"	0
"761"	"Merthyr_Mawr"	"Rosa_spinosissima"	0
"762"	"Merthyr_Mawr"	"Rubus_caesius"	0
"763"	"Merthyr_Mawr"	"Rubus_fruiticosus"	19
"764"	"Merthyr_Mawr"	"Rubus_fruticosus"	26
"765"	"Merthyr_Mawr"	"Salicornia_europaea"	24
"766"	"Merthyr_Mawr"	"Salicornia_perennis"	130
"767"	"Merthyr_Mawr"	"Sanguisorba_minor"	0
"768"	"Merthyr_Mawr"	"Saxifraga_oppositifolia"	24
"769"	"Merthyr_Mawr"	"Scorzoneroides_autumnalis"	0
"770"	"Merthyr_Mawr"	"Sedum_anglicum"	0
"771"	"Merthyr_Mawr"	"Senecio_jacobaea"	0
"772"	"Merthyr_Mawr"	"Smyrnium_olusatrum"	0
"773"	"Merthyr_Mawr"	"Spartina_anglica"	179
"774"	"Merthyr_Mawr"	"Spergularia_media"	4
"775"	"Merthyr_Mawr"	"Stellaria_graminea"	5
"776"	"Merthyr_Mawr"	"Suaeda_maritima"	10
"777"	"Merthyr_Mawr"	"Taraxacum_agg."	14
"778"	"Merthyr_Mawr"	"Teucrium_scorodonia"	86
"779"	"Merthyr_Mawr"	"Thymus_polytrichus"	40
"780"	"Merthyr_Mawr"	"Triglochin_maritima"	0
"781"	"Merthyr_Mawr"	"Urtica_dioica"	0
"782"	"Merthyr_Mawr"	"Veronica_chamaedrys"	0
"783"	"Merthyr_Mawr"	"Vicia_cracca"	0
"784"	"Merthyr_Mawr"	"Vicia_lathyroides"	0
"785"	"Merthyr_Mawr"	"Vicia_sativa"	0
"786"	"Merthyr_Mawr"	"Viola_arvensis"	1
"787"	"Merthyr_Mawr"	"Viola_tricolor"	7
"788"	"Merthyr_Mawr"	NA	0
"789"	"North_Hill"	"Betula_pendula"	0
"790"	"North_Hill"	"Calluna_vulgaris"	4060
"791"	"North_Hill"	"Cuscuta_epithymum"	0
"792"	"North_Hill"	"Digitalis_purpurea"	0
"793"	"North_Hill"	"Dryopteris_sp."	0
"794"	"North_Hill"	"Erica_cinerea"	32332
"795"	"North_Hill"	"Erica_tetralix"	17
"796"	"North_Hill"	"Galium_mollugo"	84
"797"	"North_Hill"	"Galium_saxatile"	5130
"798"	"North_Hill"	"Grass"	0
"799"	"North_Hill"	"Leontodon_hispidus"	0
"800"	"North_Hill"	"Polygala_serpyllifolia"	8
"801"	"North_Hill"	"Potentilla_erecta"	1
"802"	"North_Hill"	"Rubus_fruiticosus"	0
"803"	"North_Hill"	"Rubus_fruticosus"	0
"804"	"North_Hill"	"Sorbus_aucuparia"	0
"805"	"North_Hill"	"Ulex_europaeus"	498
"806"	"North_Hill"	"Vaccinium_myrtillus"	0
"807"	"Oxwich_Bay"	"Acer_pseudoplatanus"	0
"808"	"Oxwich_Bay"	"Achillea_millefolium"	0
"809"	"Oxwich_Bay"	"Agrimonia_eupatoria"	0
"810"	"Oxwich_Bay"	"Anacamptis_pyramidalis"	2
"811"	"Oxwich_Bay"	"Anthyllis_vulneraria"	0
"812"	"Oxwich_Bay"	"Bellis_perennis"	0
"813"	"Oxwich_Bay"	"Betula_pendula"	0
"814"	"Oxwich_Bay"	"Calluna_vulgaris"	8
"815"	"Oxwich_Bay"	"Calystegia_soldanella"	0
"816"	"Oxwich_Bay"	"Centaurea_nigra"	0
"817"	"Oxwich_Bay"	"Centaurium_erythraea"	0
"818"	"Oxwich_Bay"	"Cerastium_fontanum"	2
"819"	"Oxwich_Bay"	"Crataegus_monogyna"	0
"820"	"Oxwich_Bay"	"Crepis_capillaris"	5
"821"	"Oxwich_Bay"	"Crepis_vesicaria"	0
"822"	"Oxwich_Bay"	"Crithmum_maritimum"	0
"823"	"Oxwich_Bay"	"Dryopteris_sp."	0
"824"	"Oxwich_Bay"	"Eupatorium_cannabinum"	0
"825"	"Oxwich_Bay"	"Euphorbia_portlandica"	0
"826"	"Oxwich_Bay"	"Euphrasia_nemorosa"	20
"827"	"Oxwich_Bay"	"Filipendula_ulmaria"	55
"828"	"Oxwich_Bay"	"Fragaria_vesca"	1
"829"	"Oxwich_Bay"	"Fraxinus_excelsior"	24
"830"	"Oxwich_Bay"	"Galium_aparine"	0
"831"	"Oxwich_Bay"	"Galium_verum"	27
"832"	"Oxwich_Bay"	"Geranium_molle"	0
"833"	"Oxwich_Bay"	"Geranium_purenaicum"	0
"834"	"Oxwich_Bay"	"Geranium_robertianum"	0
"835"	"Oxwich_Bay"	"Geranium_sanguineum"	12
"836"	"Oxwich_Bay"	"Grass"	0
"837"	"Oxwich_Bay"	"Hedera_helix"	0
"838"	"Oxwich_Bay"	"Heracleum_sphondylium"	0
"839"	"Oxwich_Bay"	"Hyacinthoides_non-scripta"	0
"840"	"Oxwich_Bay"	"Hypochaeris_radicata"	1
"841"	"Oxwich_Bay"	"Lathyrus_pratensis"	0
"842"	"Oxwich_Bay"	"Leontodon_hispidus"	0
"843"	"Oxwich_Bay"	"Leontodon_saxatilis"	0
"844"	"Oxwich_Bay"	"Limonium_vulgare"	0
"845"	"Oxwich_Bay"	"Linum_catharticum"	0
"846"	"Oxwich_Bay"	"Lotus_corniculatus"	16
"847"	"Oxwich_Bay"	"Lotus_pedunculatus"	0
"848"	"Oxwich_Bay"	"Luzula_campestris"	3
"849"	"Oxwich_Bay"	"Medicago_lupulina"	38
"850"	"Oxwich_Bay"	"Oenanthe_sp."	0
"851"	"Oxwich_Bay"	"Oenothera_glazioviana"	0
"852"	"Oxwich_Bay"	"Ononis_repens"	26
"853"	"Oxwich_Bay"	"Pilosella_officinarum"	2
"854"	"Oxwich_Bay"	"Pilosella officinalis"	0
"855"	"Oxwich_Bay"	"Plantago_lanceolata"	0
"856"	"Oxwich_Bay"	"Plantago_media"	0
"857"	"Oxwich_Bay"	"Polygala_serpyllifolia"	1
"858"	"Oxwich_Bay"	"Polygala_vulgaris"	28
"859"	"Oxwich_Bay"	"Potentilla_anserina"	0
"860"	"Oxwich_Bay"	"Potentilla_reptans"	0
"861"	"Oxwich_Bay"	"Potentilla_sterilis"	0
"862"	"Oxwich_Bay"	"Primula_veris"	3
"863"	"Oxwich_Bay"	"Prunus_spinosa"	29
"864"	"Oxwich_Bay"	"Pulicaria_dysenterica"	0
"865"	"Oxwich_Bay"	"Quercus_robur"	0
"866"	"Oxwich_Bay"	"Ranunculus_acris"	0
"867"	"Oxwich_Bay"	"Ranunculus_bulbosus"	2
"868"	"Oxwich_Bay"	"Ranunculus_repens"	0
"869"	"Oxwich_Bay"	"Ranunculus_sceleratus"	0
"870"	"Oxwich_Bay"	"Rhinanthus_minor"	17
"871"	"Oxwich_Bay"	"Rosa_rugosa"	0
"872"	"Oxwich_Bay"	"Rosa_spinosissima"	0
"873"	"Oxwich_Bay"	"Rubus_fruiticosus"	25
"874"	"Oxwich_Bay"	"Rubus_fruticosus"	2
"875"	"Oxwich_Bay"	"Rumex_acetosa"	0
"876"	"Oxwich_Bay"	"Salix_repens"	0
"877"	"Oxwich_Bay"	"Sanguisorba_minor"	26
"878"	"Oxwich_Bay"	"Sedge"	0
"879"	"Oxwich_Bay"	"Sedum_acre"	0
"880"	"Oxwich_Bay"	"Senecio_jacobaea"	0
"881"	"Oxwich_Bay"	"Sorbus_aucuparia"	0
"882"	"Oxwich_Bay"	"Stellaria_graminea"	3
"883"	"Oxwich_Bay"	"Taraxacum_agg."	4
"884"	"Oxwich_Bay"	"Teucrium_scorodonia"	1
"885"	"Oxwich_Bay"	"Thymus_polytrichus"	335
"886"	"Oxwich_Bay"	"Trifolium_pratense"	4
"887"	"Oxwich_Bay"	"Trifolium_repens"	5
"888"	"Oxwich_Bay"	"Veronica_chamaedrys"	3
"889"	"Oxwich_Bay"	"Veronica_officinalis"	0
"890"	"Oxwich_Bay"	"Veronica_persica"	0
"891"	"Oxwich_Bay"	"Vicia_sativa"	1
"892"	"Oxwich_Bay"	"Viola_reichenbachiana"	0
"893"	"Oxwich_Bay"	NA	0
"894"	"Pembrey"	"Ammophila_sp."	0
"895"	"Pembrey"	"Anacamptis_pyramidalis"	0
"896"	"Pembrey"	"Anthyllis_vulneraria"	5
"897"	"Pembrey"	"Arais_hirsuta"	4
"898"	"Pembrey"	"Armeria_maritima"	0
"899"	"Pembrey"	"Aster_tripolium"	16
"900"	"Pembrey"	"Atriplex_hastata"	0
"901"	"Pembrey"	"Calluna_vulgaris"	0
"902"	"Pembrey"	"Centaurium_erythraea"	0
"903"	"Pembrey"	"Cerastium_fontanum"	0
"904"	"Pembrey"	"Chamerion_angustifolium"	0
"905"	"Pembrey"	"Cirsium_arvense"	0
"906"	"Pembrey"	"Cirsium_vulgare"	0
"907"	"Pembrey"	"Cochlearia_anglica"	6
"908"	"Pembrey"	"Crepis_capillaris"	2
"909"	"Pembrey"	"Crepis_vesicaria"	12
"910"	"Pembrey"	"Daucus_carota"	0
"911"	"Pembrey"	"Dryopteris_sp."	0
"912"	"Pembrey"	"Epilobium_montanum"	0
"913"	"Pembrey"	"Eryngium_maritimum"	0
"914"	"Pembrey"	"Eryngium maritimum"	0
"915"	"Pembrey"	"Euphrasia_nemorosa"	65
"916"	"Pembrey"	"Galium_aparine"	18
"917"	"Pembrey"	"Galium_verum"	0
"918"	"Pembrey"	"Geranium_lucidum"	5
"919"	"Pembrey"	"Geranium_molle"	2
"920"	"Pembrey"	"Geranium_robertianum"	1
"921"	"Pembrey"	"Glaux_maritima"	0
"922"	"Pembrey"	"Grass"	0
"923"	"Pembrey"	"Halimione_portulacoides"	0
"924"	"Pembrey"	"Hieracium_sp."	2
"925"	"Pembrey"	"Hippophae_rhamnoides"	0
"926"	"Pembrey"	"Hippurus_vulgaris"	0
"927"	"Pembrey"	"Hypochaeris_radicata"	4
"928"	"Pembrey"	"Leontodon_hispidus"	4
"929"	"Pembrey"	"Leontodon_saxatilis"	0
"930"	"Pembrey"	"Leontodon_sp."	0
"931"	"Pembrey"	"Limonium_vulgare"	464
"932"	"Pembrey"	"Linum_catharticum"	0
"933"	"Pembrey"	"Lotus_corniculatus"	0
"934"	"Pembrey"	"Lotus_subbiflorus"	0
"935"	"Pembrey"	"Medicago_lupulina"	0
"936"	"Pembrey"	"Oenothera_biennis"	0
"937"	"Pembrey"	"Oenothera_glazioviana"	0
"938"	"Pembrey"	"Oenothera_sp."	0
"939"	"Pembrey"	"Oenothera glazioviana"	0
"940"	"Pembrey"	"Ononis_repens"	152
"941"	"Pembrey"	"Ononis_spinosa"	0
"942"	"Pembrey"	"Pastinaca_sativa"	0
"943"	"Pembrey"	"Pilosella_officinarum"	0
"944"	"Pembrey"	"Plantago_lanceolata"	0
"945"	"Pembrey"	"Plantago_maritima"	6
"946"	"Pembrey"	"Polygala_sp."	5
"947"	"Pembrey"	"Ranunculus_bulbosus"	0
"948"	"Pembrey"	"Ranunculus_repens"	0
"949"	"Pembrey"	"Rhinanthus_minor"	0
"950"	"Pembrey"	"Rubus_caesius"	0
"951"	"Pembrey"	"Rubus_fruiticosus"	12
"952"	"Pembrey"	"Rubus_fruticosus"	0
"953"	"Pembrey"	"Rush"	0
"954"	"Pembrey"	"Senecio_jacobaea"	27
"955"	"Pembrey"	"Smyrnium_olusatrum"	0
"956"	"Pembrey"	"Solanum_dulcamara"	0
"957"	"Pembrey"	"Sonchus_oleraceus"	0
"958"	"Pembrey"	"Taraxacum_agg."	0
"959"	"Pembrey"	"Trifolium_repens"	0
"960"	"Pembrey"	"Triglochin_maritima"	0
"961"	"Pembrey"	"Valerianella_locusta"	5
"962"	"Pembrey"	"Vicia_cracca"	0
"963"	"Pembrey"	"Vicia_sativa"	2
