site,MDT,scenario,extthrs,flexthrs,meanrob,sdrob
Chagford_Common,dyad,most to least common,0.75,0.25,0.422043098774846,0.0666957877780816
Chagford_Common,dyad,least to most common,0.75,0.25,0.589814842937165,0.0699782311188177
Chagford_Common,dyad,random,0.75,0.25,0.513555191821865,0.111945116480356
Chagford_Common,dyad,most to least common,0.75,0.5,0.450890835147008,0.0617730032553444
Chagford_Common,dyad,least to most common,0.75,0.5,0.624426996897712,0.0641005155335252
Chagford_Common,dyad,random,0.75,0.5,0.544226021173451,0.0990419951511243
Chagford_Common,dyad,most to least common,0.75,1,0.530829523174716,0.0545403508811225
Chagford_Common,dyad,least to most common,0.75,1,0.725126014120757,0.0304251055106458
Chagford_Common,dyad,random,0.75,1,0.664307867216991,0.0693965401683922
Cloud_Hill,dyad,most to least common,0.25,0,0.434429588700374,0.0437564736226997
Cloud_Hill,dyad,least to most common,0.25,0,0.620109777709351,0.0446819347886382
Cloud_Hill,dyad,random,0.25,0,0.532749120829939,0.0736840147955577
Cloud_Hill,dyad,most to least common,0.25,0.25,0.448679721231986,0.0417602105273079
Cloud_Hill,dyad,least to most common,0.25,0.25,0.638424591657032,0.0380500196718015
Cloud_Hill,dyad,random,0.25,0.25,0.5643021851074,0.0690666031894863
Cloud_Hill,dyad,most to least common,0.25,0.5,0.473744076268233,0.0379325265132016
Cloud_Hill,dyad,least to most common,0.25,0.5,0.670404436702455,0.03557596695731
Cloud_Hill,dyad,random,0.25,0.5,0.597965448476111,0.0648390335907162
Cloud_Hill,dyad,most to least common,0.25,1,0.528483198845666,0.0420015362949913
Cloud_Hill,dyad,least to most common,0.25,1,0.727022036672781,0.032379392213467
Cloud_Hill,dyad,random,0.25,1,0.678669796489361,0.0612391114930532
Cloud_Hill,dyad,most to least common,0.5,0,0.427967805301554,0.0459440622727095
Cloud_Hill,dyad,least to most common,0.5,0,0.609671430953018,0.0519721513552057
Cloud_Hill,dyad,random,0.5,0,0.522960440606828,0.0786827142056455
Cloud_Hill,dyad,most to least common,0.5,0.25,0.43946227311328,0.0440578880965522
Cloud_Hill,dyad,least to most common,0.5,0.25,0.622099234390031,0.0395988780305966
Cloud_Hill,dyad,random,0.5,0.25,0.540040391455835,0.071229142642193
Cloud_Hill,dyad,most to least common,0.5,0.5,0.459946009946027,0.038370105107412
Cloud_Hill,dyad,least to most common,0.5,0.5,0.651396861935212,0.0354410329931766
Cloud_Hill,dyad,random,0.5,0.5,0.57337357098524,0.0673975598575765
Cloud_Hill,dyad,most to least common,0.5,1,0.509153099265299,0.0388437522014122
Cloud_Hill,dyad,least to most common,0.5,1,0.707546983737674,0.0313656784557596
Cloud_Hill,dyad,random,0.5,1,0.652758884831673,0.0583502938474139
Cloud_Hill,dyad,most to least common,0.75,0,0.410408219335162,0.0416653487513738
Cloud_Hill,dyad,least to most common,0.75,0,0.593778979360137,0.049982671484896
Cloud_Hill,dyad,random,0.75,0,0.499712328767829,0.0694167206211316
Cloud_Hill,dyad,most to least common,0.75,0.25,0.411149947519107,0.0406108510451984
Cloud_Hill,dyad,least to most common,0.75,0.25,0.597568261914679,0.0436103279067621
Cloud_Hill,dyad,random,0.75,0.25,0.511003237516353,0.0679133421783533
Cloud_Hill,dyad,most to least common,0.75,0.5,0.430790363185069,0.0388736156594026
Cloud_Hill,dyad,least to most common,0.75,0.5,0.62051660046706,0.0419945889265674
Cloud_Hill,dyad,random,0.75,0.5,0.535207431420699,0.0651451548178353
Cloud_Hill,dyad,most to least common,0.75,1,0.484142314807703,0.037523675510943
